transaction_id,ride_id,purchase_amount_usd,charge_status,transaction_ts
10116268,3200296,17.85,Approved,2021-07-03 05:45:00
10116269,3200299,21.24,Approved,2021-10-28 20:49:00
10116270,3200301,14.51,Approved,2022-01-21 21:24:00
10116271,3200302,20.47,Approved,2022-01-06 09:48:00
10116272,3200305,17.66,Decline,2021-08-15 19:13:00
10116273,3200307,18.45,Approved,2021-10-06 09:56:00
10116274,3200308,10.87,Approved,2022-02-02 11:24:00
10116275,3200312,26.17,Approved,2021-10-19 10:45:00
10116276,3200314,10.38,Approved,2021-08-18 19:30:00
10116277,3200315,26.04,Approved,2021-12-02 18:23:00
10116278,3200316,29.25,Approved,2021-07-07 10:25:00
10116279,3200317,24.97,Approved,2021-11-18 10:24:00
10116280,3200320,14.53,Approved,2022-01-05 18:37:00
10116281,3200321,16.99,Approved,2021-12-09 17:00:00
10116282,3200322,13.5,Approved,2021-10-24 19:18:00
10116283,3200323,14.24,Approved,2021-10-17 18:46:00
10116284,3200324,18.37,Approved,2021-09-23 18:53:00
10116285,3200325,26.43,Approved,2022-01-31 10:57:00
10116286,3200326,13.78,Approved,2021-10-09 18:09:00
10116287,3200331,11.4,Approved,2022-02-04 13:54:00
10116288,3200332,11.67,Approved,2021-12-24 18:50:00
10116289,3200333,24.76,Decline,2022-01-09 11:24:00
10116290,3200337,19.34,Approved,2021-11-19 22:49:00
10116291,3200339,21.51,Approved,2022-01-02 18:47:00
10116292,3200342,29.22,Approved,2021-07-16 17:53:00
10116293,3200343,23.12,Approved,2021-04-11 17:46:00
10116294,3200345,22.03,Approved,2021-06-03 10:02:00
10116295,3200346,27.73,Approved,2021-06-24 19:14:00
10116296,3200349,17.17,Approved,2022-01-03 09:11:00
10116297,3200350,12.51,Approved,2022-01-03 18:13:00
10116298,3200353,20.07,Approved,2021-06-24 19:19:00
10116299,3200356,16.83,Approved,2021-12-27 17:30:00
10116300,3200365,24.44,Approved,2021-10-25 15:39:00
10116301,3200366,22.93,Approved,2021-12-10 18:51:00
10116302,3200368,21.22,Approved,2021-07-05 14:57:00
10116303,3200369,19.09,Approved,2021-09-30 18:11:00
10116304,3200370,22.86,Approved,2021-08-18 12:05:00
10116305,3200372,14.87,Approved,2021-10-03 18:00:00
10116306,3200373,13.37,Approved,2022-02-27 10:26:00
10116307,3200374,11.9,Approved,2021-05-06 18:55:00
10116308,3200377,28.41,Approved,2021-09-08 20:23:00
10116309,3200378,24.22,Approved,2021-10-08 17:50:00
10116310,3200379,15.56,Approved,2022-01-26 10:57:00
10116311,3200380,13.85,Approved,2021-12-15 19:55:00
10116312,3200381,15.55,Approved,2021-08-26 17:00:00
10116313,3200383,26.2,Approved,2021-08-14 10:47:00
10116314,3200385,14.18,Approved,2022-02-01 10:37:00
10116315,3200388,12.76,Approved,2022-01-06 17:28:00
10116316,3200390,15.87,Approved,2021-11-15 12:33:00
10116317,3200394,16.22,Approved,2021-08-26 10:08:00
10116318,3200396,17.81,Decline,2021-09-29 19:12:00
10116319,3200397,11.19,Approved,2021-09-14 16:38:00
10116320,3200398,23.7,Approved,2021-05-20 20:53:00
10116321,3200400,18.2,Approved,2022-02-13 19:02:00
10116322,3200402,16.16,Approved,2021-10-24 11:07:00
10116323,3200403,11.26,Approved,2021-07-23 20:42:00
10116324,3200404,24.96,Approved,2021-12-04 16:05:00
10116325,3200408,16.31,Approved,2021-11-13 18:07:00
10116326,3200409,15.89,Approved,2021-07-09 16:02:00
10116327,3200412,13.74,Approved,2021-11-09 19:37:00
10116328,3200413,17.91,Approved,2022-01-07 10:37:00
10116329,3200414,10.23,Approved,2021-09-21 10:44:00
10116330,3200418,11.17,Approved,2021-12-23 10:55:00
10116331,3200419,11.78,Approved,2021-12-18 18:49:00
10116332,3200420,30,Approved,2022-01-27 12:12:00
10116333,3200421,18.21,Approved,2021-10-23 20:39:00
10116334,3200422,10.24,Decline,2021-11-27 08:38:00
10116335,3200423,23.67,Approved,2021-08-13 10:26:00
10116336,3200424,27.56,Approved,2021-09-03 17:18:00
10116337,3200426,24.62,Approved,2021-11-26 17:49:00
10116338,3200427,24,Approved,2021-12-22 17:53:00
10116339,3200428,12.78,Approved,2021-12-17 16:48:00
10116340,3200429,21.95,Approved,2021-12-09 18:30:00
10116341,3200431,12.88,Approved,2021-12-29 17:45:00
10116342,3200432,25.42,Approved,2021-06-29 14:08:00
10116343,3200433,13.25,Approved,2021-09-03 18:10:00
10116344,3200434,11.47,Approved,2021-08-06 17:37:00
10116345,3200435,28.2,Approved,2022-01-28 10:49:00
10116346,3200436,21.09,Approved,2022-01-18 12:07:00
10116347,3200437,25.86,Approved,2021-08-20 19:58:00
10116348,3200439,15.48,Decline,2022-02-07 19:02:00
10116349,3200441,18.15,Approved,2021-11-07 18:50:00
10116350,3200443,16.57,Approved,2022-01-12 19:08:00
10116351,3200444,24.03,Approved,2021-03-03 19:06:00
10116352,3200447,16.46,Approved,2021-10-06 09:40:00
10116353,3200448,11.53,Approved,2021-09-09 08:57:00
10116354,3200449,16.95,Approved,2021-12-19 09:50:00
10116355,3200450,19.97,Approved,2022-02-04 06:13:00
10116356,3200453,23.74,Decline,2021-08-07 19:02:00
10116357,3200455,27.64,Approved,2021-04-20 20:18:00
10116358,3200457,13.64,Approved,2022-02-01 18:20:00
10116359,3200460,20.16,Decline,2022-01-04 19:17:00
10116360,3200461,11.78,Decline,2021-12-20 18:20:00
10116361,3200462,17.09,Approved,2022-01-09 19:40:00
10116362,3200463,20.27,Approved,2022-01-10 20:35:00
10116363,3200464,23.65,Approved,2021-09-18 09:53:00
10116364,3200465,15.13,Approved,2021-09-23 11:16:00
10116365,3200468,14.86,Approved,2021-12-14 09:31:00
10116366,3200470,10.82,Approved,2021-09-26 12:09:00
10116367,3200472,17.82,Approved,2022-01-01 15:55:00
10116368,3200473,23.88,Approved,2021-11-27 09:28:00
10116369,3200474,18.06,Approved,2021-10-30 09:40:00
10116370,3200475,13.28,Approved,2021-09-07 17:53:00
10116371,3200476,12.6,Approved,2022-01-23 16:00:00
10116372,3200478,14.23,Approved,2022-01-23 21:11:00
10116373,3200480,12.09,Approved,2021-10-02 08:47:00
10116374,3200484,17.46,Approved,2021-07-06 18:22:00
10116375,3200485,18.19,Approved,2021-11-03 10:48:00
10116376,3200487,28.59,Approved,2022-01-13 11:42:00
10116377,3200488,26.55,Approved,2021-07-22 15:07:00
10116378,3200491,23.3,Approved,2021-10-24 18:25:00
10116379,3200492,10.93,Approved,2021-10-25 20:53:00
10116380,3200494,21.69,Approved,2022-01-19 17:47:00
10116381,3200495,10.12,Approved,2022-01-27 20:09:00
10116382,3200498,13.51,Approved,2021-10-01 11:23:00
10116383,3200499,29.32,Decline,2021-12-30 19:04:00
10116384,3200501,22.98,Approved,2021-12-21 16:48:00
10116385,3200502,18.3,Decline,2021-12-27 20:22:00
10116386,3200503,13.89,Approved,2021-05-06 20:00:00
10116387,3200504,25.56,Approved,2021-10-14 10:12:00
10116388,3200507,18.91,Approved,2021-12-25 17:47:00
10116389,3200510,13.67,Approved,2021-10-22 17:43:00
10116390,3200511,18.75,Approved,2021-12-04 19:09:00
10116391,3200514,28.9,Approved,2021-10-08 10:02:00
10116392,3200515,26.57,Approved,2021-07-16 20:11:00
10116393,3200516,14.88,Approved,2022-01-26 10:36:00
10116394,3200518,24.62,Approved,2021-03-30 18:18:00
10116395,3200521,24.74,Approved,2021-07-06 17:26:00
10116396,3200522,22.75,Approved,2022-02-06 09:24:00
10116397,3200523,23.1,Approved,2022-01-06 20:04:00
10116398,3200524,15.91,Approved,2021-12-27 18:08:00
10116399,3200525,21.14,Approved,2021-04-22 19:05:00
10116400,3200526,20.77,Approved,2021-12-24 16:41:00
10116401,3200528,29.65,Decline,2021-11-12 10:11:00
10116402,3200529,21.86,Approved,2021-07-26 18:46:00
10116403,3200531,22.18,Approved,2021-04-30 10:11:00
10116404,3200534,14.4,Approved,2021-08-21 11:10:00
10116405,3200536,17.78,Approved,2022-02-04 10:44:00
10116406,3200539,23.72,Approved,2021-10-13 17:26:00
10116407,3200540,11.81,Approved,2021-06-29 18:40:00
10116408,3200542,22.44,Approved,2022-01-10 18:22:00
10116409,3200543,28.86,Approved,2021-09-13 18:00:00
10116410,3200544,15.92,Approved,2021-03-09 20:32:00
10116411,3200545,24.49,Approved,2021-10-17 18:57:00
10116412,3200546,26.48,Approved,2022-01-15 16:56:00
10116413,3200547,19.31,Decline,2022-01-01 09:54:00
10116414,3200548,10.19,Approved,2022-01-09 10:52:00
10116415,3200549,24.5,Approved,2021-11-02 10:15:00
10116416,3200550,11.58,Decline,2021-09-17 13:49:00
10116417,3200551,26.75,Approved,2021-12-09 11:36:00
10116418,3200553,27.44,Approved,2021-07-23 11:04:00
10116419,3200556,10.81,Approved,2022-02-09 10:06:00
10116420,3200557,12.17,Approved,2021-07-30 18:35:00
10116421,3200558,29.35,Approved,2021-09-11 10:13:00
10116422,3200559,10.22,Approved,2021-10-10 17:24:00
10116423,3200560,24.96,Approved,2021-12-31 15:45:00
10116424,3200561,17.71,Approved,2021-10-25 18:11:00
10116425,3200565,25.79,Approved,2022-02-03 18:35:00
10116426,3200566,14.7,Approved,2021-11-01 16:55:00
10116427,3200567,14.59,Approved,2021-06-01 09:06:00
10116428,3200568,26.08,Approved,2021-09-28 18:32:00
10116429,3200570,29.84,Approved,2021-07-24 14:26:00
10116430,3200571,17.87,Approved,2021-12-11 17:34:00
10116431,3200572,10.62,Approved,2022-01-27 20:52:00
10116432,3200573,11.72,Approved,2022-01-07 14:09:00
10116433,3200574,24.52,Approved,2021-10-07 10:25:00
10116434,3200575,16.66,Approved,2022-01-01 17:56:00
10116435,3200577,15.93,Approved,2021-07-04 18:21:00
10116436,3200580,21.53,Approved,2021-09-28 17:50:00
10116437,3200581,21.75,Approved,2021-08-03 12:01:00
10116438,3200583,28.85,Approved,2021-11-10 19:23:00
10116439,3200584,20.54,Approved,2021-12-16 12:19:00
10116440,3200585,10.89,Approved,2021-11-12 08:28:00
10116441,3200586,22.87,Approved,2022-01-14 19:58:00
10116442,3200587,23.27,Approved,2021-11-13 14:08:00
10116443,3200588,24.95,Approved,2021-11-21 13:10:00
10116444,3200590,14.33,Approved,2021-07-27 09:30:00
10116445,3200591,22.83,Approved,2021-11-21 09:41:00
10116446,3200593,18.72,Approved,2021-09-09 18:03:00
10116447,3200595,16.49,Approved,2022-02-11 09:39:00
10116448,3200597,15.08,Approved,2022-01-11 09:38:00
10116449,3200598,12.24,Approved,2021-12-06 09:41:00
10116450,3200600,25.51,Approved,2022-01-01 06:57:00
10116451,3200601,14.37,Approved,2022-01-12 20:59:00
10116452,3200602,19.36,Approved,2022-02-13 15:52:00
10116453,3200605,28.64,Approved,2022-02-02 19:40:00
10116454,3200608,26.89,Approved,2021-12-08 18:49:00
10116455,3200610,17.97,Approved,2021-08-30 13:34:00
10116456,3200611,19.06,Approved,2021-09-11 09:25:00
10116457,3200613,11.2,Approved,2021-07-22 17:51:00
10116458,3200615,21.06,Approved,2021-07-12 10:03:00
10116459,3200617,29.93,Approved,2022-01-23 10:03:00
10116460,3200618,11.18,Approved,2021-11-09 09:13:00
10116461,3200619,20.64,Approved,2021-11-25 17:43:00
10116462,3200620,22.09,Approved,2021-12-01 11:02:00
10116463,3200621,24.46,Approved,2021-09-27 17:54:00
10116464,3200624,20.42,Approved,2021-08-17 09:41:00
10116465,3200625,17.46,Approved,2021-12-10 17:32:00
10116466,3200626,20.29,Approved,2022-01-17 13:26:00
10116467,3200627,21.68,Approved,2021-10-16 20:09:00
10116468,3200630,25.58,Approved,2022-01-09 22:14:00
10116469,3200631,29.95,Approved,2021-06-26 20:28:00
10116470,3200633,28.82,Approved,2021-10-06 14:36:00
10116471,3200635,22.4,Approved,2021-04-04 09:59:00
10116472,3200636,29.94,Approved,2021-12-11 17:51:00
10116473,3200637,20.8,Approved,2022-01-08 09:53:00
10116474,3200638,20.88,Approved,2021-09-30 10:23:00
10116475,3200639,28.69,Approved,2021-04-13 09:49:00
10116476,3200640,26.66,Approved,2022-02-09 21:05:00
10116477,3200642,29.88,Approved,2021-07-08 19:47:00
10116478,3200643,27.31,Approved,2021-09-05 20:04:00
10116479,3200644,17.97,Approved,2022-01-30 10:43:00
10116480,3200647,26.88,Approved,2021-11-25 11:22:00
10116481,3200648,24.77,Approved,2022-01-08 18:30:00
10116482,3200649,24.18,Approved,2021-06-06 09:15:00
10116483,3200650,10.89,Approved,2021-08-22 20:43:00
10116484,3200653,14.49,Approved,2021-10-25 10:43:00
10116485,3200655,17.15,Approved,2021-07-18 11:25:00
10116486,3200656,15.39,Approved,2022-01-31 09:57:00
10116487,3200657,14,Approved,2021-07-19 17:54:00
10116488,3200659,29.33,Approved,2021-10-29 18:54:00
10116489,3200662,12.28,Approved,2022-01-07 11:16:00
10116490,3200664,29.01,Approved,2021-12-09 17:21:00
10116491,3200666,12.47,Approved,2021-06-20 19:58:00
10116492,3200667,23.42,Approved,2021-09-30 18:21:00
10116493,3200670,29.14,Approved,2021-08-01 10:23:00
10116494,3200671,16.28,Approved,2021-12-11 11:04:00
10116495,3200672,11.57,Approved,2021-10-26 10:06:00
10116496,3200675,18.3,Approved,2021-11-13 19:50:00
10116497,3200679,29.09,Approved,2021-12-15 18:26:00
10116498,3200680,16.15,Approved,2021-07-22 18:05:00
10116499,3200682,29.28,Approved,2021-12-03 20:12:00
10116500,3200683,19.1,Approved,2021-03-15 11:36:00
10116501,3200684,20.25,Approved,2021-09-25 16:50:00
10116502,3200685,29.94,Approved,2021-11-04 18:43:00
10116503,3200686,29.79,Approved,2021-05-23 10:07:00
10116504,3200688,21.19,Approved,2021-10-01 18:55:00
10116505,3200689,23.68,Approved,2022-01-29 17:50:00
10116506,3200693,12.23,Approved,2021-12-13 18:28:00
10116507,3200694,28.06,Approved,2021-07-11 18:45:00
10116508,3200696,16.9,Approved,2022-01-08 19:39:00
10116509,3200698,11.13,Approved,2021-12-12 20:32:00
10116510,3200700,11.14,Approved,2021-08-27 14:02:00
10116511,3200702,22.79,Approved,2021-09-07 10:42:00
10116512,3200705,28.85,Approved,2021-11-24 00:09:00
10116513,3200706,29.79,Approved,2021-08-17 10:54:00
10116514,3200711,26.1,Decline,2021-11-19 16:37:00
10116515,3200712,22.54,Approved,2021-07-12 17:55:00
10116516,3200713,19.16,Approved,2021-11-29 19:09:00
10116517,3200715,14.8,Approved,2022-01-15 20:22:00
10116518,3200717,10.33,Approved,2021-12-24 09:31:00
10116519,3200718,29.18,Approved,2021-12-21 09:51:00
10116520,3200721,26.33,Approved,2022-01-12 09:52:00
10116521,3200722,20.73,Approved,2021-04-30 18:54:00
10116522,3200723,26.13,Approved,2022-01-11 17:46:00
10116523,3200725,19.53,Approved,2021-03-29 18:38:00
10116524,3200727,12.75,Approved,2022-01-11 10:44:00
10116525,3200728,10.43,Approved,2021-08-21 17:50:00
10116526,3200729,26.37,Approved,2022-01-25 19:43:00
10116527,3200731,15.7,Approved,2021-03-24 09:54:00
10116528,3200734,29.91,Approved,2021-08-19 09:59:00
10116529,3200736,23.73,Approved,2021-04-14 18:25:00
10116530,3200742,11.68,Approved,2021-12-09 10:45:00
10116531,3200743,11.74,Approved,2021-08-02 20:50:00
10116532,3200744,12.82,Approved,2021-06-18 19:49:00
10116533,3200745,16.88,Approved,2022-01-14 08:08:00
10116534,3200746,22.13,Approved,2021-12-19 19:13:00
10116535,3200749,12.51,Approved,2021-11-13 23:24:00
10116536,3200751,19.12,Approved,2022-02-14 13:40:00
10116537,3200752,15.75,Approved,2021-06-14 10:39:00
10116538,3200753,27.3,Approved,2021-09-16 20:21:00
10116539,3200754,16.38,Approved,2021-12-10 19:04:00
10116540,3200756,12.82,Approved,2021-04-25 18:22:00
10116541,3200759,19.24,Approved,2021-10-20 19:46:00
10116542,3200762,19.1,Approved,2022-01-20 13:40:00
10116543,3200763,16.96,Approved,2021-08-23 09:58:00
10116544,3200764,19.63,Approved,2021-06-28 22:57:00
10116545,3200765,29.65,Approved,2021-11-13 20:23:00
10116546,3200766,19.41,Approved,2021-06-22 19:20:00
10116547,3200767,19.8,Approved,2022-01-11 17:52:00
10116548,3200768,11.83,Approved,2021-06-16 17:50:00
10116549,3200769,27.3,Approved,2021-11-21 10:38:00
10116550,3200770,18.97,Decline,2021-12-06 18:42:00
10116551,3200771,13.6,Approved,2021-05-11 18:21:00
10116552,3200773,24.58,Approved,2021-12-23 08:44:00
10116553,3200775,29.03,Approved,2021-11-20 18:41:00
10116554,3200776,13.32,Approved,2021-06-27 16:49:00
10116555,3200777,18.41,Approved,2021-06-02 18:44:00
10116556,3200780,12.78,Decline,2022-01-24 11:14:00
10116557,3200781,16.04,Approved,2021-05-07 09:23:00
10116558,3200782,25.2,Approved,2022-01-18 19:43:00
10116559,3200783,26.49,Decline,2021-07-28 11:22:00
10116560,3200785,28.4,Approved,2022-01-09 17:56:00
10116561,3200786,24.87,Approved,2021-10-23 20:09:00
10116562,3200787,14.02,Approved,2021-09-07 11:48:00
10116563,3200789,17.13,Decline,2021-07-14 18:28:00
10116564,3200793,25.73,Approved,2021-10-09 09:54:00
10116565,3200795,23.31,Decline,2021-09-15 09:08:00
10116566,3200796,20.51,Approved,2021-09-26 20:32:00
10116567,3200798,18.28,Approved,2021-11-19 18:38:00
10116568,3200799,14.51,Approved,2021-11-08 19:43:00
10116569,3200801,19.01,Approved,2022-01-31 15:56:00
10116570,3200806,10.27,Approved,2021-08-11 19:07:00
10116571,3200808,21.92,Approved,2021-12-13 22:26:00
10116572,3200809,18.09,Approved,2021-10-21 19:11:00
10116573,3200810,27.5,Approved,2022-02-26 12:17:00
10116574,3200811,17.71,Approved,2021-07-18 18:07:00
10116575,3200812,16.79,Approved,2021-11-21 05:10:00
10116576,3200815,24.07,Approved,2022-01-29 14:52:00
10116577,3200817,29.84,Approved,2021-06-24 20:37:00
10116578,3200818,16.43,Approved,2021-09-25 16:43:00
10116579,3200820,17.37,Approved,2022-01-22 13:37:00
10116580,3200822,28.76,Approved,2021-08-23 10:45:00
10116581,3200823,13.73,Approved,2022-01-06 19:43:00
10116582,3200825,18.35,Approved,2021-07-01 19:29:00
10116583,3200827,27.9,Approved,2021-08-08 18:53:00
10116584,3200828,16.15,Approved,2021-10-20 18:34:00
10116585,3200830,10.03,Approved,2021-10-08 09:47:00
10116586,3200833,28.81,Approved,2021-08-02 18:31:00
10116587,3200834,12.35,Approved,2021-08-01 10:34:00
10116588,3200836,14.05,Approved,2021-08-14 18:51:00
10116589,3200838,13.78,Approved,2022-01-14 18:35:00
10116590,3200839,15.04,Approved,2021-12-28 09:55:00
10116591,3200840,22.69,Approved,2022-01-19 18:59:00
10116592,3200841,25.15,Approved,2021-07-07 11:30:00
10116593,3200842,11.41,Approved,2021-03-25 09:26:00
10116594,3200843,26.2,Approved,2022-02-10 18:41:00
10116595,3200846,23.52,Approved,2021-09-13 17:33:00
10116596,3200847,29.13,Approved,2021-10-19 19:46:00
10116597,3200849,23.8,Approved,2022-01-01 19:43:00
10116598,3200852,19,Approved,2021-09-21 20:37:00
10116599,3200853,21.81,Approved,2021-06-10 18:41:00
10116600,3200854,16.88,Approved,2021-07-10 04:53:00
10116601,3200858,19.65,Approved,2021-05-09 19:16:00
10116602,3200859,18.81,Approved,2021-08-16 20:17:00
10116603,3200862,15.63,Decline,2021-12-19 10:07:00
10116604,3200865,23.2,Approved,2021-07-22 18:00:00
10116605,3200866,23.99,Approved,2021-08-08 10:19:00
10116606,3200867,24.2,Approved,2021-10-01 15:30:00
10116607,3200868,17.09,Approved,2021-10-03 15:29:00
10116608,3200870,16.46,Approved,2021-10-30 19:13:00
10116609,3200871,24.9,Decline,2021-12-15 09:16:00
10116610,3200872,16.32,Approved,2022-02-14 19:30:00
10116611,3200875,22.47,Approved,2022-02-11 18:00:00
10116612,3200876,15.65,Approved,2021-10-10 20:16:00
10116613,3200880,22.07,Approved,2022-01-06 18:52:00
10116614,3200883,25.03,Approved,2021-11-17 15:52:00
10116615,3200884,26.41,Approved,2021-09-29 16:58:00
10116616,3200885,23.4,Approved,2021-08-31 18:55:00
10116617,3200888,13.24,Approved,2021-12-02 08:53:00
10116618,3200889,29.44,Approved,2021-09-23 10:37:00
10116619,3200890,13.05,Approved,2022-02-11 18:05:00
10116620,3200892,23.72,Approved,2022-01-18 00:09:00
10116621,3200893,10.37,Approved,2021-12-28 09:09:00
10116622,3200894,25.93,Approved,2021-10-17 09:27:00
10116623,3200895,25.17,Approved,2021-11-20 20:14:00
10116624,3200897,20.46,Approved,2021-09-08 17:39:00
10116625,3200898,22.07,Approved,2021-12-02 11:42:00
10116626,3200899,24.73,Approved,2022-01-05 10:44:00
10116627,3200901,11.6,Decline,2021-11-21 03:39:00
10116628,3200902,27.42,Approved,2022-01-22 18:01:00
10116629,3200903,11.73,Approved,2021-07-17 02:08:00
10116630,3200905,10.02,Approved,2022-01-09 20:28:00
10116631,3200906,22.36,Approved,2021-10-22 10:25:00
10116632,3200907,19.64,Approved,2021-07-24 17:52:00
10116633,3200908,13.91,Approved,2021-10-13 18:33:00
10116634,3200910,22.2,Approved,2021-06-18 17:21:00
10116635,3200911,17.52,Approved,2021-12-23 17:26:00
10116636,3200912,16.15,Approved,2022-01-25 10:30:00
10116637,3200913,11.96,Approved,2022-01-31 17:47:00
10116638,3200914,24.34,Approved,2022-02-08 11:49:00
10116639,3200915,22.07,Approved,2021-11-14 18:12:00
10116640,3200917,25.41,Approved,2021-08-26 10:42:00
10116641,3200919,15.05,Approved,2021-08-14 09:01:00
10116642,3200920,10.24,Approved,2021-09-19 20:03:00
10116643,3200921,26.41,Approved,2021-07-14 09:06:00
10116644,3200922,21.99,Approved,2021-11-21 10:33:00
10116645,3200925,29.65,Approved,2022-01-10 19:39:00
10116646,3200928,13.67,Approved,2021-10-17 15:33:00
10116647,3200929,14,Approved,2021-11-20 11:12:00
10116648,3200931,20.16,Approved,2021-11-19 16:54:00
10116649,3200932,24.66,Approved,2021-05-02 17:32:00
10116650,3200933,20.73,Approved,2022-02-04 09:22:00
10116651,3200935,29.05,Approved,2022-01-25 04:27:00
10116652,3200936,17.78,Approved,2021-11-05 19:29:00
10116653,3200938,29.23,Approved,2021-12-22 07:35:00
10116654,3200940,28.4,Approved,2021-12-25 18:05:00
10116655,3200942,13.66,Approved,2021-11-24 20:23:00
10116656,3200943,27.7,Decline,2022-02-10 19:25:00
10116657,3200944,22.77,Approved,2022-01-11 09:09:00
10116658,3200948,11.06,Approved,2021-11-12 17:04:00
10116659,3200950,27.17,Approved,2021-05-17 18:59:00
10116660,3200951,18.36,Approved,2021-09-09 18:17:00
10116661,3200952,12.65,Approved,2021-09-20 17:48:00
10116662,3200956,25.48,Approved,2022-01-05 21:21:00
10116663,3200957,17.07,Approved,2021-06-15 18:36:00
10116664,3200958,22.86,Approved,2022-01-26 17:21:00
10116665,3200959,16.15,Decline,2021-10-27 18:02:00
10116666,3200960,13.29,Approved,2021-04-13 08:51:00
10116667,3200961,29.09,Approved,2021-06-15 18:52:00
10116668,3200962,12.5,Approved,2021-10-11 19:19:00
10116669,3200964,19.33,Approved,2021-03-28 19:43:00
10116670,3200966,17.49,Approved,2021-08-15 17:34:00
10116671,3200967,22.2,Approved,2021-05-27 19:52:00
10116672,3200968,29.41,Approved,2022-01-05 18:10:00
10116673,3200969,16.16,Approved,2021-05-06 20:01:00
10116674,3200970,13.27,Approved,2021-11-30 10:59:00
10116675,3200974,14.14,Decline,2021-12-24 09:35:00
10116676,3200975,13.02,Approved,2022-01-19 13:13:00
10116677,3200977,20.14,Approved,2021-11-21 10:41:00
10116678,3200983,21.61,Approved,2021-05-17 18:51:00
10116679,3200984,16.36,Approved,2021-10-30 19:19:00
10116680,3200985,16.65,Approved,2022-01-22 10:42:00
10116681,3200986,15.35,Decline,2022-02-13 13:40:00
10116682,3200987,13.16,Approved,2021-12-17 08:40:00
10116683,3200988,16.94,Approved,2021-09-29 21:00:00
10116684,3200989,16.05,Approved,2022-02-03 23:34:00
10116685,3200992,15.44,Approved,2021-12-12 20:31:00
10116686,3200996,17.5,Approved,2021-12-24 20:50:00
10116687,3200999,25.99,Approved,2021-10-25 18:38:00
10116688,3201000,20.55,Approved,2021-12-17 09:54:00
10116689,3201001,23.5,Approved,2021-11-17 17:45:00
10116690,3201002,23.98,Approved,2021-12-05 21:22:00
10116691,3201006,26.67,Approved,2021-04-11 14:45:00
10116692,3201014,21.99,Approved,2021-10-10 19:17:00
10116693,3201015,21.63,Approved,2021-12-23 17:47:00
10116694,3201016,25.84,Approved,2021-07-15 20:29:00
10116695,3201018,22.66,Approved,2021-07-11 11:03:00
10116696,3201022,15.51,Approved,2022-01-11 20:22:00
10116697,3201025,20.87,Approved,2021-09-30 12:31:00
10116698,3201026,26.84,Approved,2021-12-18 17:01:00
10116699,3201027,15.62,Approved,2022-01-19 19:06:00
10116700,3201030,22.84,Approved,2021-12-03 15:43:00
10116701,3201031,27,Approved,2021-12-16 10:37:00
10116702,3201032,26.57,Approved,2021-08-12 15:54:00
10116703,3201033,29.26,Approved,2021-11-15 17:52:00
10116704,3201037,10.09,Decline,2022-02-14 00:50:00
10116705,3201038,16.94,Approved,2021-12-19 09:16:00
10116706,3201040,26.36,Approved,2022-01-20 10:31:00
10116707,3201041,10.17,Approved,2021-06-23 11:39:00
10116708,3201042,18.13,Decline,2021-06-26 18:30:00
10116709,3201045,19.88,Approved,2021-11-06 20:11:00
10116710,3201048,22.63,Approved,2022-01-05 17:40:00
10116711,3201052,17.47,Approved,2021-04-25 20:12:00
10116712,3201056,27.28,Approved,2021-10-23 10:08:00
10116713,3201060,20.71,Approved,2022-01-09 09:08:00
10116714,3201061,16.1,Approved,2021-09-14 10:06:00
10116715,3201063,16.15,Approved,2021-09-02 16:56:00
10116716,3201064,12.48,Approved,2021-09-25 09:47:00
10116717,3201065,26.5,Approved,2022-02-01 10:25:00
10116718,3201066,17.72,Approved,2021-07-05 09:18:00
10116719,3201069,22.08,Approved,2021-05-18 22:11:00
10116720,3201071,23.07,Approved,2021-11-16 19:49:00
10116721,3201072,10.73,Approved,2021-11-02 01:48:00
10116722,3201073,13.19,Approved,2021-07-24 09:14:00
10116723,3201074,13.26,Approved,2021-08-28 12:43:00
10116724,3201076,11.8,Approved,2021-12-01 09:52:00
10116725,3201077,18.7,Approved,2021-12-16 21:05:00
10116726,3201080,15.03,Approved,2021-09-27 17:49:00
10116727,3201081,25.14,Approved,2022-01-22 18:53:00
10116728,3201082,17.15,Approved,2022-01-04 09:55:00
10116729,3201083,14.5,Approved,2021-08-18 17:04:00
10116730,3201084,23.33,Approved,2021-12-05 19:17:00
10116731,3201085,28.78,Approved,2021-06-05 18:31:00
10116732,3201087,21.93,Approved,2021-10-26 18:31:00
10116733,3201088,14.08,Approved,2021-12-20 16:25:00
10116734,3201089,22.91,Approved,2022-01-03 17:39:00
10116735,3201091,10.54,Approved,2021-08-22 19:32:00
10116736,3201093,22.21,Approved,2021-12-07 17:31:00
10116737,3201094,23.48,Approved,2022-01-16 20:18:00
10116738,3201095,14.5,Approved,2021-03-30 10:49:00
10116739,3201100,22.56,Approved,2021-10-27 18:08:00
10116740,3201101,24.91,Approved,2021-11-16 17:07:00
10116741,3201105,23.08,Approved,2021-10-24 11:31:00
10116742,3201106,16.36,Approved,2021-12-31 18:10:00
10116743,3201108,16.05,Approved,2021-08-30 11:54:00
10116744,3201109,26.07,Approved,2021-07-14 09:39:00
10116745,3201113,21.95,Approved,2021-09-29 20:06:00
10116746,3201114,28.33,Decline,2022-02-10 16:53:00
10116747,3201116,13.77,Approved,2022-01-20 19:09:00
10116748,3201118,27.7,Approved,2022-01-06 01:55:00
10116749,3201119,19.17,Decline,2021-09-19 20:03:00
